building_id,count,mean,std,min,25%,50%,75%,max
116,217.0,153.47419354838706,23.616497635624903,69.3,138.0,141.4,161.0,218.6
117,434.0,46.19329677419355,12.995736560045215,16.3061,37.0,42.8961,59.963849999999994,79.8941
118,217.0,326.20552995391705,95.10781195676809,117.2,263.8,287.2,370.6,562.4
119,434.0,368.10866359447004,126.21769214894638,100.0,223.65175,400.0,508.709,558.5
120,217.0,131.52159447004607,18.060323090440004,52.25,116.75,140.204,140.204,177.0
121,434.0,578.6132165898617,110.05788583561039,229.0,500.0,561.3945,612.03,932.754
122,217.0,273.50138248847924,32.62448024172707,134.3,251.7,261.8,287.9,368.9
123,217.0,107.15622119815669,16.57856074559216,46.4,94.8,100.1,113.3,154.3
124,217.0,39.38433179723502,20.292071833521792,9.3,19.6,35.5,52.9,83.6
125,217.0,153.26082949308756,16.203162850067045,74.9,143.1,150.2,158.7,195.9
126,217.0,105.67281105990783,15.239739958601756,46.8,100.6,107.0,115.2,142.8
127,217.0,19.871572811059913,2.960013436147547,8.6786,17.3571,21.125,22.2708,26.75
128,217.0,77.67050691244239,17.907262550615183,31.2,64.7,72.5,89.5,121.6
129,217.0,87.52903225806452,18.676045151076973,33.1,72.0,88.0,99.2,139.3
130,217.0,33.149308755760366,10.80228936561541,14.3,22.4,35.3,40.9,57.7
131,217.0,171.67080967741936,18.4637555555459,82.5987,160.097,171.663,184.197,216.025
132,217.0,43.08755760368663,9.374062028517335,17.6,35.4,42.5,48.8,77.8
133,217.0,40.269124423963135,10.257689783415188,17.7,32.2,40.0,45.7,72.8
134,217.0,68.54700460829493,13.516629084924359,27.2,58.7,66.4,74.3,112.9
135,217.0,51.99078341013825,4.908289269194907,26.9,49.3,51.8,53.6,75.6
136,217.0,36.211313824884805,5.163028613335666,16.4553,32.9107,37.188,40.8314,40.8314
137,217.0,50.74785069124423,17.073872597123035,14.25,30.25,63.6247,63.6247,80.0
138,434.0,85.49344193548387,59.10795740998337,0.0,49.473124999999996,68.72364999999999,158.817,207.687
139,433.0,61.085842725173215,42.65693807988082,0.0,24.3197,74.5173,100.0,200.0
140,217.0,24.628812903225807,7.564616580759847,8.0204,16.0408,30.9192,30.9192,40.25
141,217.0,50.41793087557604,10.825637146864386,20.648,41.25,58.3025,58.3025,83.0
142,217.0,31.849254377880182,6.327443030429088,13.3776,26.7551,35.4434,35.4434,50.5
143,217.0,45.557256682027656,13.604514437173531,15.5,31.5,53.9215,53.9215,80.0
144,434.0,34.08617834101383,28.38654333727309,0.0,10.0,24.0319,67.0774,94.0
145,434.0,89.08599769585254,77.11693278313771,0.0,24.2566,30.469,177.64475,300.0
146,217.0,12.868663594470046,1.5252002182506517,6.2,11.7,12.9,13.7,17.5
147,217.0,156.1656322580645,26.9308867250878,72.0612,131.25,177.142,177.142,217.25
148,217.0,162.92580645161289,84.35033467967673,47.2,100.5,122.1,223.2,335.2
149,217.0,124.95951152073732,20.14027659068197,53.102,106.204,135.624,135.624,177.5
150,217.0,394.32857142857137,66.51497335107472,161.7,350.4,368.7,427.6,540.6
151,217.0,49.62672811059908,15.446125754351879,18.8,38.1,44.7,53.2,88.9
152,217.0,13.063077419354839,3.6725475822620046,4.594,9.062,15.2432,15.2432,22.75
153,217.0,15.727649769585254,3.5743259539273873,7.1,13.7,14.3,16.6,26.0
154,217.0,234.68571428571425,31.979697387147755,109.8,215.2,222.4,241.6,314.1
155,217.0,87.1075470046083,16.067385476826292,49.5,74.5,95.5035,95.5035,133.5
156,217.0,137.52903225806452,10.376032901902441,104.48,134.45,139.78,143.89,159.01
157,217.0,48.5452534562212,19.024397957459676,23.14,30.57,46.96,62.62,85.15
158,217.0,16.109124423963134,5.546076162828225,5.05,13.5,15.93,19.01,47.26
159,217.0,10.531612903225808,1.3095573458443726,7.94,9.68,10.3,11.2,16.47
160,194.0,16.425618556701032,16.024537042898913,4.05,5.41,5.875,31.5775,53.17
161,434.0,8.242274423963133,9.153678314079999,0.0,0.633,4.235,15.065000000000001,40.38
162,434.0,62.39393156682028,57.75053642440801,0.0,0.0,65.47,114.0675,180.03
163,651.0,52.04505038402458,32.761487683359306,0.0,27.1325,41.0299,83.88499999999999,119.36
164,217.0,17.43506912442396,4.0448802939545585,10.56,14.28,17.14,19.56,32.73
165,217.0,12.740829493087558,22.086119955282463,2.58,5.81,10.22,12.37,148.58
166,651.0,234.02326205837176,85.96198508424517,79.1292,143.605,267.386,301.705,411.18
167,651.0,27.782018279569893,27.855723637326246,0.0,0.7913,17.5843,58.865,95.588
168,647.0,241.7680511591963,181.60574704567716,35.0278,93.7827,131.882,449.765,614.53
169,651.0,372.52041013824885,164.63692190953213,0.0,228.595,360.477,481.45000000000005,1284.39
170,434.0,46.896745852534565,31.537768099364268,3.9037,23.9849,42.010000000000005,58.2625,112.84
171,651.0,37.78884961597542,33.797787665023904,0.0,0.21100000000000002,37.18,58.6142,117.62
172,434.0,62.2024064516129,62.87748399622751,0.0,0.0,48.541000000000004,121.36,171.68
173,434.0,110.0729267281106,53.889321199784625,4.6071,61.0525,119.42349999999999,161.41,186.08
174,434.0,128.35266105990783,48.376488571551185,24.0201,82.76907499999999,149.096,180.81,195.79
175,651.0,88.74962150537635,57.05156599181209,8.7921,17.5843,103.99,136.14499999999998,181.786
176,651.0,21.786921966205842,19.70278554192532,0.0,0.96715,20.515,32.010000000000005,67.37
177,651.0,181.5261058371736,107.7502831419543,0.0,58.6142,225.81,273.18899999999996,345.79
178,434.0,27.165040092165896,18.133802642843914,3.974,13.935500000000001,21.87,36.6368,70.78
179,651.0,15.158415360983104,18.831658094311717,0.0,0.1055,2.9307,38.175,54.92
180,434.0,28.212177880184328,14.489829778031298,1.2661,20.072499999999998,22.518900000000002,27.8075,69.2116
181,434.0,113.88961382488478,106.23757400494694,0.0,11.6759,107.5489,215.87,296.85
182,217.0,1.1296313364055302,0.26936628740668594,0.67,0.87,1.3,1.32,2.27
183,651.0,93.96769831029185,95.92744634481198,5.8614,17.3557,45.0157,162.875,355.06
184,575.0,26.535632347826088,19.31178719211627,0.0,5.8614,26.98,45.84215,70.5832
185,217.0,85.2599539170507,40.43727606839017,46.69,51.49,63.96,113.98,245.79
186,217.0,1.9434562211981565,0.9677625680510895,0.0,1.17,1.68,2.45,4.04
187,651.0,17.798837019969277,36.86786764561494,0.0,0.1758,9.47,27.695,549.86
188,434.0,13.28818271889401,5.667479851129339,4.6071,8.1591,12.504999999999999,17.4634,30.5966
189,434.0,3.99501198156682,4.912986617937365,0.0,0.0,2.2975999999999996,5.6325,19.62
190,651.0,60.43310599078342,52.026041147113816,0.0,0.0,55.6835,117.92500000000001,150.6
191,651.0,77.8107291858679,35.39062773664205,0.0,49.8221,64.36,98.1553,179.148
192,651.0,330.20070967741935,259.2058655535643,43.9606,58.6142,253.002,660.0050000000001,729.86
193,217.0,5.607557603686636,3.2414601516123143,2.17,3.45,4.21,7.99,18.25
194,434.0,128.1354926267281,73.42817861522047,11.5353,50.153075,135.293,189.46,335.35
195,651.0,13.70970138248848,8.677242463960077,2.9307,7.155,8.7921,24.4421,32.4254
196,217.0,58.78861751152074,7.8699038729050566,39.88,53.99,60.8,64.56,75.95
197,434.0,105.52747142857145,45.92110424156147,14.1377,83.045,109.60499999999999,130.39249999999998,188.33
198,434.0,117.2931758064516,77.38405430507203,0.0,55.662925,108.97,177.805,270.91
199,217.0,103.81276497695853,3.2162296342533114,98.15,101.65,103.46,105.5,116.98
200,651.0,117.8593360983103,66.35277260867937,17.5843,61.5449,98.37,176.45999999999998,311.839
201,651.0,309.5546089093702,183.1963031242329,55.6835,93.7827,308.604,492.425,637.077
202,651.0,118.81349324116745,42.74364249258758,52.7528,67.4063,132.234,151.876,215.82
203,640.0,200.08678875000004,79.13619819947192,73.2678,99.6441,237.785,258.3885,319.51
204,434.0,29.87270161290323,12.362683511948466,14.1,22.55225,24.5964,38.3776,68.2972
205,434.0,78.64781497695853,13.043687226379413,49.3766,67.7525,76.93935,89.74119999999999,118.166
206,651.0,131.82021505376343,77.97279797783477,0.0,46.8914,162.12,194.9945,248.219
207,434.0,58.3143529953917,39.79991905754942,11.5001,19.993275,55.466699999999996,91.635,128.42
208,430.0,34.08460604651163,34.533520873659526,0.0703,0.2462,26.95665,64.2625,102.48
209,648.0,692.5997515432098,321.66245999006134,0.0,275.487,852.1679999999999,937.6125,1340.66
210,651.0,95.8457559139785,63.04518880437361,11.7228,43.9606,64.4756,172.055,215.2
211,217.0,179.74082949308755,15.700396646719197,150.71,167.56,178.22,189.97,228.54
212,651.0,517.4588434715822,303.4989996060128,0.0,285.5565,363.408,853.23,1094.06
213,651.0,119.12306082949307,63.97602558270464,21.5583,36.6632,140.674,168.17000000000002,219.02
214,434.0,90.84857442396314,93.08978434023801,0.0,0.0,50.64875,188.41750000000002,221.71
215,651.0,13.400733179723503,10.133069237785703,0.0,0.0176,14.6536,23.77,32.11
216,651.0,116.28653794162827,77.40667410200227,11.1484,58.6142,93.7827,179.44,303.223
217,651.0,130.42792980030723,83.39708651307377,11.7228,57.148849999999996,115.74,200.425,311.136
218,217.0,55.70423963133641,9.160649615980049,41.51,48.14,52.2,62.62,75.05
219,434.0,252.19983202764973,111.83642334140158,0.0,164.08249999999998,195.805,339.78925,511.737
220,651.0,227.02510645161288,165.11285161326143,0.0,38.0992,256.6,373.3315,534.069
221,651.0,321.670311827957,136.8152574150418,108.436,178.773,333.01,417.69,806.906
222,434.0,14.284817050691244,2.9892071637307716,4.5016,13.153,14.045,16.115000000000002,23.9146
223,217.0,2202.502995391705,128.50997884501166,2015.81,2046.49,2279.69,2302.0,2384.04
224,651.0,256.8223408602151,175.59981199328814,0.0,126.02,194.095,395.515,689.41
225,620.0,160.92803241935485,83.6066063024246,0.0,84.5925,135.8205,219.803,348.755
226,651.0,39.05059923195085,25.514190935349912,8.7921,17.5843,29.47,66.04320000000001,88.4
227,217.0,5.839447004608294,0.9818155273865732,4.56,5.11,5.61,6.29,9.44
228,651.0,11.72826728110599,21.092678624996257,0.0,0.0,0.0,26.01,290.281
229,434.0,247.53971658986174,146.94334246692503,61.7911,103.76425,192.245,408.29,486.38
230,217.0,5.368894009216589,1.8665018957067543,2.39,3.48,6.2,7.19,7.48
231,434.0,273.3383709677419,195.64628280270404,69.95,82.07,251.38,459.96,573.493
232,434.0,174.66176912442398,151.70216405107485,0.0,67.675,75.95,309.9225,483.567
233,434.0,11.206718202764977,8.385901794730774,0.0,0.0,12.0628,19.33,26.79
234,651.0,55.607844700460824,42.24235659576606,8.7921,17.5843,64.5,73.0073,437.567
235,434.0,27.71731589861751,13.079658783858683,4.5016,20.241425,30.54385,39.2275,53.421
236,651.0,32.81411950844854,20.364537929002665,0.0,17.5843,29.3071,45.355000000000004,77.45
237,434.0,54.14075921658986,50.39874827538302,1.7936,11.227575,30.3268,78.2675,150.26
238,434.0,117.65216705069125,44.33430516862119,18.2876,89.21369999999999,110.926,163.8475,203.15
239,651.0,73.60606144393242,37.47023594188207,12.309,43.9606,64.4756,113.935,169.231
240,651.0,43.336723809523804,40.352777011882075,0.0,0.0,29.3071,88.49000000000001,130.95
241,217.0,45.53354838709678,7.175533457953677,27.39,41.03,46.43,50.76,60.46
242,217.0,12.045115207373271,5.335650808181791,4.78,5.68,16.14,16.66,17.93
243,217.0,57.87898617511521,9.794711483319693,40.91,46.19,63.42,64.94,68.86
244,651.0,30.248174039938558,31.56292581177995,0.0,0.0,21.7341,49.879999999999995,118.12
245,422.0,53.8815808056872,74.17665099829581,0.0,0.0,0.0,68.64,305.08
246,651.0,244.85145775729646,83.94651503799298,111.367,164.12,247.586,318.97,459.793
247,651.0,136.1056652841782,42.76313891719642,64.4756,99.6441,123.5,168.81,294.817
248,651.0,100.65541658986176,58.9017727813717,0.0,47.7496,100.98,146.536,243.612
249,651.0,289.58957588325654,115.29288241311323,73.2678,164.12,338.145,380.41650000000004,519.72
250,651.0,115.42363932411675,50.05974836296897,11.8166,84.43955,102.575,165.905,220.7
251,212.0,15.020235849056604,16.977791164786627,1.92,2.4775,2.67,29.625,66.52
252,434.0,4.449033179723503,6.94368528495125,0.0,0.211,0.4396,7.842499999999999,35.42
253,651.0,60.73570737327189,26.829604958524815,17.5843,32.2378,69.93,82.0129,119.327
254,651.0,314.7361814132105,262.51001771101784,0.0,175.843,243.249,350.335,2848.75
255,651.0,21.256854224270356,11.384892825641685,0.0,11.7228,22.57,28.895,54.36
256,434.0,8.318547695852534,11.727464195956546,0.8792,1.0902,3.3,8.7875,71.15
257,434.0,449.67251497695855,811.9392364118398,3.5872,41.955,49.525,600.9680000000001,6363.92
258,434.0,65.48449170506913,97.25028734377909,0.0,0.0,17.800150000000002,60.9125,451.05
259,433.0,103.53272517321015,110.52267546568568,0.0,0.0,0.0,198.98,394.35
260,651.0,163.51305007680492,60.60854578480861,64.4756,93.7827,195.396,210.39499999999998,278.183
261,217.0,98.56096774193549,18.570075502047168,64.3,86.83,93.57,109.84,149.83
262,217.0,13.995944700460829,2.228313212882242,7.67,12.51,14.27,15.73,18.64
263,651.0,76.1826850998464,62.7366343290431,0.0,0.0,72.98,145.422,184.177
264,651.0,39.91588571428571,51.88698016364766,0.0,0.0,2.9307,97.39500000000001,144.74
265,434.0,82.33443087557605,55.0789623091311,6.0138,16.70505,88.06190000000001,119.07,204.48
266,217.0,49.59797235023041,20.06531290512843,24.3,30.51,47.34,62.25,98.23
267,434.0,47.80390829493087,41.018349787894955,0.0,5.5566,47.2558,88.86749999999999,146.55
268,434.0,170.08059055299537,152.57608963213087,0.0,51.365025,91.805,363.669,475.795
269,217.0,177.92391705069127,49.405079106607296,42.97,137.87,157.2,234.61,287.16
270,290.0,16.81511275862069,15.161991337077568,0.0,6.10175,12.46,18.4225,77.71
271,434.0,43.81767235023042,29.176453182880426,0.0,22.252875000000003,49.1152,63.405,102.28
272,217.0,16.52520737327189,2.8162113501714092,12.16,14.26,15.88,18.55,29.92
273,434.0,184.37700944700458,93.3768060923033,7.1744,111.91499999999999,192.51,264.1225,407.95
274,217.0,20.835668202764978,10.75825379265514,12.06,13.16,14.42,32.63,47.91
275,217.0,110.77073732718894,22.262291099736057,79.13,94.74,102.41,126.97,163.82
276,217.0,143.94617511520738,14.913684358194637,107.39,134.45,141.83,153.55,182.2
277,434.0,47.35013686635945,21.25214268247841,18.2525,27.8974,38.2315,66.505,92.7
278,217.0,139.78396313364055,32.19799841315372,106.57,114.6,124.26,159.6,211.55
279,651.0,19.310164823348693,23.04141815688517,0.0,0.0,1.6881,36.015,77.79
280,217.0,49.29479262672812,40.29955640411981,15.6,16.61,21.54,90.33,146.69
281,434.0,67.96704815668204,24.0197250041093,19.0262,46.8093,73.89500000000001,86.8925,118.237
282,423.0,12.692808983451538,14.97959334414924,0.0,0.0703,11.49,12.9836,72.02
283,217.0,98.32894009216588,41.808588235675735,39.67,46.88,113.76,135.81,153.83
284,651.0,110.45284777265745,107.93554671415846,0.0,36.7687,85.5298,159.75,967.028
285,434.0,340.3183870967742,203.25298164366862,105.81,161.3825,259.5085,512.0355,818.59
286,434.0,42.591754377880186,15.93179713828064,24.02,26.335,41.1263,57.395,71.1107
287,651.0,9.699467895545315,12.326268265611207,0.0,0.0,2.4618,23.365000000000002,46.95
288,217.0,22.931013824884797,7.665423442967334,6.62,16.23,24.94,28.03,43.49
289,217.0,10.694976958525347,5.210700362077589,2.36,6.64,10.64,13.75,30.86
290,434.0,40.660905529953915,37.39963223240797,0.0352,0.1407,26.035,78.6425,137.298
291,217.0,133.16,8.954119939384823,117.07,126.52,130.94,139.01,158.25
292,217.0,156.12322580645164,18.568618930616303,97.55,146.66,156.36,169.35,192.53
293,217.0,789.7587096774195,164.19242601964393,582.85,667.99,711.64,950.66,1211.61
294,217.0,65.8258064516129,19.544923950738294,25.57,53.15,61.83,67.71,110.3
295,217.0,44.07857142857142,22.628656391384908,22.41,27.92,33.35,63.86,93.04
296,217.0,45.5505069124424,6.358606752618276,33.38,40.95,43.6,47.77,62.82
297,217.0,122.30405529953917,33.934099030281146,70.38,96.83,114.19,149.95,218.96
298,217.0,22.233686635944704,3.823194472613501,15.65,18.92,21.76,25.26,32.63
300,96.0,131.05260416666667,31.16363526003688,71.57,109.58749999999999,129.525,149.6625,242.04
301,217.0,44.19686635944701,4.07845279142377,35.88,42.47,46.45,47.3,52.64
302,217.0,43.52,15.11839757945168,24.13,31.7,37.6,52.81,84.13
303,217.0,17.128617511520737,3.630987893105279,11.06,14.68,16.46,19.78,27.31
304,217.0,0.09451612903225809,0.05934730615545409,0.04,0.06,0.07,0.11,0.6
305,217.0,49.11262672811059,11.084997661747563,23.38,43.92,48.56,54.34,91.77
306,217.0,85.3232258064516,28.501557506331796,53.82,61.36,76.72,107.62,150.16
307,217.0,12.815576036866362,1.303231299280028,9.85,11.92,12.78,13.68,16.26
308,217.0,11.468341013824885,1.5261801789850191,7.35,10.42,11.44,12.6,14.68
309,217.0,1.9485714285714286,1.433241045386258,0.0,1.2,1.4,2.0,5.76
310,217.0,32.444746543778805,10.406951294033641,12.9,25.01,30.06,38.27,71.93
311,217.0,47.2757603686636,18.11383187209319,28.12,34.05,39.42,59.58,95.74
312,217.0,9.731428571428573,3.2636860389514433,5.68,6.36,9.88,10.4,19.56
313,217.0,107.68105990783411,7.602225385756389,98.29,102.24,105.08,109.32,123.93
314,217.0,2.2726728110599077,1.2504489004501418,0.67,0.73,3.21,3.36,3.57
315,217.0,27.035760368663595,10.424734808674984,9.75,18.11,25.79,34.95,53.25
316,217.0,23.45626728110599,6.647798882621647,13.15,19.83,21.62,23.92,41.77
317,217.0,31.60576036866359,18.175477743420398,12.89,18.89,20.78,48.47,72.11
318,217.0,181.57009216589861,10.459365862743562,148.5,177.2,183.21,188.44,203.71
319,217.0,18.333778801843316,2.089973087482327,12.47,16.95,18.46,19.85,22.47
320,217.0,112.57645161290324,5.015331202710279,102.28,109.04,113.29,115.88,123.82
321,217.0,43.774792626728114,8.962206660230846,21.82,37.89,42.94,48.77,67.1
322,217.0,27.782811059907832,4.666271404517514,19.03,24.53,27.27,30.24,45.83
323,217.0,444.6243317972351,82.31363230690326,333.0,375.54,411.99,528.06,607.5
324,217.0,13.311705069124425,2.1666908856813323,10.21,11.26,12.81,15.23,18.01
325,217.0,49.82493087557603,18.468725169058086,31.33,36.73,40.42,61.5,93.4
326,217.0,37.3678341013825,4.829157239003189,24.01,34.9,36.05,39.99,50.46
327,217.0,152.60903225806453,35.3299383259396,106.61,123.67,139.16,186.83,244.83
328,217.0,35.43437788018433,17.50131623899432,19.35,22.3,26.85,45.5,80.93
329,217.0,1.1716129032258065,0.5447303762373629,0.0,0.88,1.08,1.4,2.96
330,217.0,81.7478801843318,19.81429530070034,50.43,66.63,73.96,97.19,132.75
331,217.0,787.650737327189,299.2915951651347,443.23,511.17,645.47,1054.0,1364.43
332,217.0,402.0931797235023,58.74388822055002,328.87,356.74,388.16,425.91,622.16
333,217.0,49.643133640552996,14.749553519470487,36.33,40.26,41.99,60.07,85.81
334,217.0,46.482396313364056,13.814488830155998,26.62,33.71,43.27,59.11,79.46
335,217.0,587.5297235023043,130.76574217221085,381.16,476.57,558.04,707.72,863.89
336,217.0,24.448433179723505,15.127354035861705,12.24,14.47,16.75,29.96,61.6
337,217.0,107.29539170506912,21.535610065366697,73.76,92.87,102.25,122.51,164.54
